study_hours_per_day,focus_session_minutes,productive_minutes,distraction_minutes,idle_time_minutes,completed_tasks,pending_tasks,deadline_completion_rate,coding_hours,reading_hours,revision_hours,quiz_score,practice_questions,sleep_hours,break_frequency,focus_score,xp_earned,current_level,streak_days,skills_completed,productivity_score
6.37,171.4,323.6,108.7,56.8,12,7,75.83,2.73,2.44,1.62,77.64,79,7.42,3,71.18,14254,34,262,34,87.99
7.96,243.5,386.3,150.5,53.6,12,4,94.97,3.5,2.58,1.81,88.38,81,4.13,5,90.75,20368,42,317,33,94.75
7.38,203.5,353.9,105.5,101.3,11,7,83.82,2.49,2.01,1.9,79.83,69,7.25,3,83.19,15953,39,192,33,72.05
6.01,194.3,321.0,155.5,135.2,9,8,60.73,2.5,1.07,1.32,76.88,53,8.99,6,65.79,15099,29,191,30,62.57
6.94,194.6,358.4,0.0,51.2,11,4,76.36,3.14,1.89,1.74,93.63,64,7.79,4,94.43,18841,42,259,33,80.24
2.88,58.3,134.5,198.9,128.2,4,16,38.48,1.42,1.38,0.54,56.06,20,7.43,8,48.06,6564,15,72,9,28.36
4.96,149.5,243.2,149.2,108.9,4,8,58.92,1.12,1.56,1.28,75.71,44,6.0,6,59.42,11505,25,230,17,46.73
4.28,110.5,246.5,200.9,94.8,6,12,56.48,2.67,1.69,1.07,57.53,32,7.63,4,62.96,11235,23,211,20,62.89
6.91,223.2,347.7,89.4,52.1,8,7,59.39,2.45,2.19,0.99,67.91,66,6.03,2,77.53,16648,29,249,33,77.95
4.16,119.9,186.7,216.3,108.9,5,14,61.96,1.17,1.52,0.67,50.86,40,5.82,7,54.43,2170,12,161,17,33.97
3.05,119.7,201.3,242.4,110.3,5,11,56.84,1.58,1.28,0.26,58.62,42,9.5,6,49.4,7098,16,49,12,33.78
5.32,185.2,314.7,131.9,42.2,10,9,57.19,2.32,2.55,1.27,63.9,41,7.51,7,70.42,13509,26,154,28,72.58
5.5,150.7,271.3,152.1,155.2,6,7,61.08,1.94,1.27,1.35,76.57,50,7.25,5,64.56,16103,29,188,26,62.42
4.45,93.1,179.5,136.3,70.8,7,10,29.16,1.42,1.19,0.66,53.12,39,8.37,5,55.8,6479,19,86,15,45.31
4.67,123.4,203.1,148.4,97.3,8,12,62.7,1.91,1.43,1.05,81.48,57,7.23,6,67.2,12896,35,214,30,53.73
4.27,106.1,222.0,210.9,74.4,6,10,47.89,1.43,1.12,0.71,66.89,26,7.82,5,66.78,9550,19,89,18,50.63
4.37,98.1,220.8,201.2,121.7,3,11,70.43,1.47,1.28,1.24,77.08,39,7.67,5,54.02,9202,16,81,17,46.91
6.4,211.3,396.4,186.8,60.7,8,7,69.31,2.53,1.71,1.56,76.55,38,7.16,4,72.42,11391,29,162,26,80.14
6.05,167.3,324.2,119.1,74.8,9,8,67.48,1.67,2.4,1.4,67.19,54,6.54,5,75.47,13065,31,231,30,71.98
6.3,219.6,335.9,55.8,64.7,9,7,64.35,3.52,1.29,1.18,75.82,48,6.05,3,79.42,14803,35,245,32,69.6
4.0,124.0,213.7,323.3,97.5,4,8,62.79,1.62,0.86,1.13,53.16,45,5.06,5,45.03,6427,17,123,11,45.56
4.96,119.9,243.7,119.3,106.2,10,11,74.94,3.4,1.9,1.36,61.37,55,6.6,4,64.7,13885,30,169,30,59.27
7.82,251.1,426.9,132.9,68.7,10,6,84.0,3.57,2.1,1.95,79.49,50,8.11,2,94.05,17974,35,310,33,86.98
5.24,154.2,275.4,77.7,14.0,13,8,77.93,1.98,1.32,1.46,90.46,59,6.51,2,80.49,18162,37,228,34,75.67
2.38,76.5,93.9,274.7,126.6,0,16,51.72,0.62,0.55,0.0,51.62,7,7.96,5,36.0,3693,8,88,9,31.14
6.2,159.4,273.9,194.9,68.3,5,10,64.89,2.47,2.77,2.26,68.31,49,8.79,3,54.1,10287,23,251,23,61.67
4.05,115.2,186.3,129.7,138.1,5,9,53.22,1.09,0.96,1.12,63.58,39,6.42,5,52.47,9420,24,117,15,49.67
2.85,101.1,207.1,234.4,160.6,3,12,37.55,0.72,1.27,0.8,50.03,11,7.69,7,42.62,2872,9,77,7,29.65
3.96,141.4,206.3,184.9,78.5,7,11,66.81,1.24,0.87,0.87,53.36,23,7.37,8,53.54,9378,20,148,17,46.04
3.23,124.1,210.9,241.2,153.3,2,11,61.29,2.13,0.47,0.95,54.08,11,7.16,7,42.86,3033,10,33,15,25.35
2.37,27.3,59.7,199.1,106.7,5,15,60.79,1.32,0.24,1.39,67.57,35,7.88,3,55.03,9933,14,153,12,42.89
3.43,115.8,170.8,124.5,139.6,7,9,76.08,1.84,1.13,0.96,63.03,70,6.07,5,69.52,12777,27,210,26,64.94
3.99,141.1,189.0,171.0,130.2,3,14,65.83,1.27,1.17,0.63,53.4,29,6.94,6,46.41,6081,14,119,16,45.89
7.74,229.5,431.1,117.6,45.0,9,7,67.19,1.81,2.12,1.59,91.83,64,6.8,2,78.85,18339,36,285,35,82.56
6.09,172.8,322.0,114.5,128.9,5,9,60.96,3.09,2.24,1.6,60.39,52,7.07,5,48.57,9546,24,182,22,68.63
6.11,165.0,290.6,66.1,37.8,10,6,81.65,3.01,2.09,1.38,70.07,75,7.86,2,80.17,15628,38,212,31,86.53
4.06,148.1,235.0,164.1,127.4,5,9,52.84,1.92,0.45,0.92,53.38,33,8.6,4,48.76,11871,24,179,24,53.38
5.0,151.7,199.4,150.0,72.5,7,10,75.12,2.64,1.25,1.05,82.15,26,6.61,5,61.8,11262,31,210,24,66.64
5.3,102.5,230.1,147.9,43.9,8,5,60.0,1.74,1.77,1.11,77.2,68,8.63,4,89.7,17578,33,233,33,76.5
2.99,75.1,181.0,207.2,160.0,0,16,27.56,1.6,1.22,0.76,33.27,29,5.71,8,34.13,1926,7,51,4,18.72
6.03,149.2,260.0,139.7,92.3,11,10,77.4,1.0,1.88,1.67,56.67,56,8.62,5,76.81,12074,37,177,31,69.56
4.83,113.1,219.6,125.3,103.2,6,8,60.63,2.48,1.59,1.26,70.74,54,6.0,4,66.17,12605,30,157,22,62.11
5.84,146.6,271.4,95.0,51.5,11,10,74.72,2.3,0.5,0.89,79.42,65,9.59,4,85.33,17565,36,234,37,70.7
6.59,212.1,367.2,76.0,40.8,9,1,77.89,3.02,1.48,1.87,78.89,68,6.43,1,76.6,15940,37,264,35,81.5
2.58,89.5,106.1,248.9,156.8,5,16,31.5,1.13,0.67,1.15,45.32,19,8.99,5,40.44,4294,10,72,8,27.65
3.88,115.7,182.9,264.7,87.3,5,10,65.56,1.95,1.29,1.26,64.26,19,6.34,7,49.88,6607,13,100,15,39.57
5.04,184.7,292.6,136.1,69.4,8,9,67.06,1.69,1.56,1.35,87.43,46,7.63,5,67.97,11910,29,217,26,70.53
5.99,168.0,280.8,174.8,61.2,7,6,64.65,2.29,1.38,1.78,68.37,69,9.16,1,80.07,16772,31,276,35,68.41
2.88,54.2,166.7,256.4,96.0,6,16,47.96,1.4,0.92,0.48,45.89,19,7.6,7,54.89,9146,22,198,20,34.48
4.71,126.4,230.6,205.9,95.6,5,10,44.77,1.27,0.93,1.32,63.88,49,7.91,5,70.76,11176,22,185,24,56.44
5.27,164.7,295.8,210.8,87.7,7,10,57.69,1.6,1.04,1.24,67.48,43,6.68,6,58.21,12179,28,196,24,54.97
4.36,143.1,249.9,242.5,90.2,6,9,67.86,1.14,1.16,0.79,71.68,43,6.54,3,62.92,9705,23,73,22,50.27
5.71,118.3,254.0,121.2,39.0,8,3,50.28,1.77,1.65,1.63,66.71,47,6.67,4,59.62,10150,27,172,27,74.95
2.25,46.7,76.0,183.7,111.3,5,15,50.99,0.75,0.14,0.54,56.45,18,5.86,9,41.05,5063,11,3,10,23.5
3.6,160.6,238.5,215.0,100.9,8,15,50.99,2.19,1.4,1.32,65.95,29,6.63,5,49.16,6981,14,114,11,47.87
6.81,196.5,332.9,121.2,36.4,9,9,91.34,3.79,1.88,1.81,83.63,63,6.55,3,74.22,17718,35,282,34,79.9
6.83,155.2,291.4,137.6,71.4,10,6,88.38,2.84,2.69,1.68,78.51,86,6.86,3,74.44,15841,33,217,31,80.51
5.07,127.7,217.6,99.8,66.8,7,8,70.07,1.57,0.48,0.94,61.89,42,7.16,5,68.78,12417,23,138,24,69.25
4.24,130.9,213.1,242.1,134.5,9,10,49.65,2.39,0.8,0.69,46.51,30,4.81,6,54.09,10638,19,100,18,43.99
5.13,108.5,217.0,142.5,92.4,5,8,48.86,1.55,2.09,0.99,65.94,45,7.78,4,75.79,13671,25,187,24,57.12
2.36,61.7,112.9,174.6,92.4,4,11,55.02,1.86,0.49,0.64,39.64,26,6.91,7,33.43,2221,14,110,8,34.92
6.25,200.8,318.5,183.7,37.9,7,8,76.5,3.0,1.71,1.61,77.34,40,7.61,7,68.64,11576,25,147,26,61.93
8.18,277.8,421.7,177.0,38.1,13,5,70.32,3.35,2.11,2.13,75.76,67,6.83,5,78.11,16884,36,277,33,94.36
6.55,215.2,351.7,167.3,28.8,10,9,63.23,3.13,2.43,1.59,84.85,73,8.78,4,91.59,16629,36,231,35,81.19
5.36,195.0,319.0,105.5,43.2,7,10,62.58,2.84,1.94,1.58,68.34,56,7.03,5,67.32,12267,29,204,29,61.21
6.46,181.4,285.2,167.3,81.0,9,7,61.24,2.39,2.02,1.42,70.16,43,6.28,3,59.95,16043,31,200,30,67.47
2.19,56.7,117.1,160.8,83.0,6,13,40.46,1.42,0.96,0.72,55.59,18,7.22,6,51.47,5185,12,92,13,42.02
1.52,37.6,54.3,183.5,106.2,6,16,49.03,0.19,0.44,0.56,53.12,49,6.69,4,49.94,8357,15,124,19,36.73
6.92,208.3,342.5,67.1,44.6,10,3,75.28,2.45,0.99,1.58,88.15,62,5.66,3,81.26,16541,34,276,35,76.3
6.65,189.2,304.9,118.8,66.6,9,5,81.37,2.05,1.75,1.31,77.26,62,7.71,3,78.16,16849,37,242,38,82.45
4.14,133.2,220.7,221.8,96.9,9,8,70.34,1.11,1.84,0.94,69.75,53,7.32,6,63.68,12611,26,142,21,61.87
4.24,144.3,243.2,166.5,121.1,7,14,62.71,1.9,1.4,1.1,63.79,29,9.22,7,53.94,10629,16,176,21,49.1
5.42,177.9,297.1,221.0,57.1,8,14,70.74,2.3,1.48,0.88,62.05,57,5.47,4,52.4,11453,25,169,24,50.71
2.91,98.3,155.9,232.1,178.2,4,15,69.73,1.45,1.24,0.29,71.82,20,7.18,5,45.11,7929,15,127,10,41.96
3.15,76.2,193.4,132.1,151.1,2,15,55.61,1.26,0.4,0.74,44.79,8,9.1,8,30.47,5963,6,78,5,17.94
2.74,64.0,110.7,148.4,102.4,3,15,34.93,1.27,0.35,0.64,63.38,25,6.77,7,53.28,5753,15,145,15,27.64
4.02,112.0,254.3,176.8,170.5,4,13,53.03,1.7,1.56,1.3,55.72,34,6.81,5,47.34,6417,12,92,13,46.22
6.63,200.3,347.8,116.3,63.4,7,6,74.55,2.05,2.02,1.79,62.88,70,6.5,7,70.09,13898,30,225,30,68.19
7.42,202.9,326.0,72.2,94.9,13,8,76.06,2.91,2.2,1.39,79.74,64,7.89,2,73.11,13875,37,233,31,84.4
3.98,88.7,229.6,198.8,97.3,7,16,64.24,1.23,0.8,0.74,62.71,27,7.77,8,48.25,11775,17,77,17,33.86
6.32,243.0,332.2,73.9,103.1,7,6,64.91,3.37,2.05,1.5,81.63,50,8.55,5,59.65,12111,28,217,23,70.33
3.33,31.9,139.9,155.4,85.4,7,12,60.93,1.68,0.71,0.74,67.65,46,6.37,4,57.7,7109,23,109,16,52.3
6.48,201.6,365.8,92.1,131.4,9,5,59.33,2.04,1.36,1.31,71.67,53,5.75,4,62.06,13759,21,227,24,68.76
3.39,76.8,151.2,162.1,87.3,2,16,53.21,1.35,1.06,0.22,58.01,28,7.31,10,48.77,5775,13,93,12,25.92
5.38,180.7,268.1,206.4,84.7,6,10,61.6,2.08,1.4,1.08,69.32,45,5.44,5,63.58,12807,23,188,25,53.33
6.76,197.4,315.8,111.4,55.4,10,7,61.43,3.73,1.95,0.82,80.1,68,7.33,4,74.79,16870,37,238,36,74.76
4.29,126.3,176.4,140.6,108.4,7,11,73.07,1.2,1.19,1.1,64.53,47,6.99,5,53.37,12969,24,159,27,56.89
4.1,123.5,173.1,127.4,96.1,5,10,46.98,2.23,0.87,1.09,64.94,38,7.09,6,44.23,6233,17,129,16,44.81
5.21,156.9,288.5,207.6,117.1,7,11,61.19,2.11,1.32,0.92,55.08,38,7.58,6,53.22,7728,24,157,12,47.8
6.73,218.4,362.4,124.6,63.4,8,11,49.82,3.29,2.16,1.65,67.33,46,7.4,4,75.58,15862,34,223,30,74.96
5.72,223.2,331.6,126.6,68.6,12,7,61.97,2.39,1.53,1.7,78.66,69,7.16,1,63.81,15098,27,217,33,83.54
4.41,137.8,265.5,193.6,101.2,5,11,28.41,1.37,0.89,1.42,66.0,37,6.27,6,48.57,7862,20,135,11,42.79
4.13,134.8,192.2,258.9,129.4,2,17,33.1,1.76,2.22,1.07,51.22,19,8.07,8,50.93,6819,7,39,10,22.34
3.25,166.5,252.8,146.2,99.7,4,13,43.09,1.31,1.31,0.76,54.66,32,7.9,5,45.22,7142,17,112,14,46.78
1.17,10.0,41.0,299.7,122.3,5,11,41.31,0.35,0.34,0.18,47.12,35,8.46,6,46.71,7543,18,85,11,27.77
3.69,117.0,163.7,202.3,126.5,4,11,57.73,0.72,1.27,1.04,49.48,22,8.28,6,43.71,8308,11,95,9,31.52
6.2,178.5,314.5,170.1,54.8,9,11,62.67,3.17,2.26,1.36,81.68,48,8.42,5,78.02,13668,26,186,31,76.54
4.21,101.2,163.9,250.8,130.6,4,13,38.88,1.3,1.35,1.06,56.74,27,7.61,6,50.21,5497,12,70,10,36.53
6.05,204.5,360.9,198.6,79.8,8,13,72.09,3.35,1.67,1.29,71.85,56,7.43,4,75.63,12975,29,170,29,77.44
7.65,216.8,354.4,150.1,34.8,11,9,94.8,3.35,2.81,2.11,86.31,62,5.66,4,89.23,17063,35,264,37,86.7
3.79,99.5,154.7,256.7,113.4,8,10,60.53,1.71,1.48,0.93,70.74,42,9.15,5,68.91,9104,23,140,30,53.43
6.8,173.1,331.6,107.3,38.5,12,6,77.96,2.59,2.26,1.59,79.67,66,7.3,2,73.73,16484,31,249,35,78.09
8.54,286.5,428.8,44.6,71.2,10,4,84.07,3.78,2.63,1.86,79.13,76,7.62,1,81.49,17998,45,288,36,100.0
3.79,91.6,128.8,248.5,79.6,3,12,37.92,1.69,1.76,0.63,55.43,17,8.31,8,49.79,2464,9,52,4,27.42
7.46,212.4,331.9,68.8,23.5,12,3,89.57,3.9,2.29,1.29,78.59,74,6.88,1,75.22,17865,41,301,42,93.03
6.61,164.4,323.6,182.6,115.1,7,11,71.22,2.92,2.24,1.42,60.33,47,6.91,5,66.78,10323,29,136,22,60.25
5.4,225.0,332.8,159.2,119.7,9,11,58.76,2.95,1.14,1.3,71.37,46,8.88,1,68.78,14302,26,163,28,65.15
6.78,183.0,343.5,109.9,60.4,8,5,87.87,3.09,2.27,1.0,90.49,60,7.54,2,70.44,14596,36,216,33,78.0
6.93,206.0,335.7,149.2,43.4,9,7,78.13,3.43,1.96,2.03,76.72,42,7.52,4,77.43,16575,40,237,35,74.42
7.05,210.2,369.4,153.5,56.0,5,8,61.74,2.77,1.73,1.81,64.23,58,9.76,3,70.98,11904,28,171,29,55.58
6.33,112.6,264.7,142.8,94.4,6,5,55.93,2.31,2.25,1.25,77.48,41,7.63,4,70.36,11288,20,192,18,67.0
4.51,151.0,200.1,199.7,161.8,4,11,44.67,1.46,1.18,0.42,63.67,32,7.0,6,47.48,8472,12,76,13,42.12
2.49,63.0,107.9,288.4,156.3,5,12,45.99,1.43,1.34,0.72,54.39,19,5.16,7,39.05,2554,13,35,11,19.46
5.39,157.9,231.2,156.5,96.8,7,11,62.75,1.67,1.29,1.68,71.85,33,6.36,7,68.18,11096,27,208,26,48.03
6.11,195.4,316.2,127.9,84.7,11,6,60.6,2.4,2.14,1.57,61.28,47,8.05,3,64.86,12279,33,147,22,67.18
8.77,257.3,463.3,95.3,29.3,10,4,93.38,2.94,2.82,2.33,94.53,85,6.86,2,81.95,18532,43,266,33,96.69
3.12,109.3,172.6,228.9,83.5,6,9,42.0,0.92,0.44,1.07,48.91,30,8.47,8,42.77,6114,22,131,11,28.12
7.8,245.4,418.4,67.1,0.0,11,7,84.95,2.73,2.7,1.86,89.11,59,7.25,2,90.02,19579,36,248,40,90.58
5.61,201.2,299.2,224.8,79.9,8,8,69.92,2.17,1.77,1.43,71.96,49,6.14,5,68.68,14276,31,209,26,68.42
5.66,148.1,293.4,117.3,49.2,9,6,61.17,1.99,1.42,1.58,76.79,54,7.47,3,82.34,15332,32,177,30,78.32
3.34,101.9,141.1,163.2,89.5,8,12,47.81,1.35,1.24,0.66,69.39,45,8.08,7,70.85,14289,31,121,25,43.48
7.23,185.0,350.0,154.4,43.2,9,7,71.58,3.01,1.96,1.89,83.77,59,7.02,5,83.97,15968,37,203,35,81.64
7.35,186.5,387.4,132.9,64.5,10,4,76.36,2.59,2.26,2.05,77.62,66,5.47,4,85.29,18644,36,237,37,83.6
7.21,205.1,344.2,108.5,81.0,9,7,72.54,2.09,2.08,1.61,81.71,64,8.35,4,76.11,18416,36,305,39,72.96
3.48,82.5,117.6,183.1,104.7,8,9,59.92,1.88,1.29,1.38,72.02,54,7.33,5,60.71,9442,27,208,22,52.31
3.19,97.5,164.1,210.5,110.5,8,12,54.41,1.39,1.01,0.94,64.1,31,8.7,5,53.22,7947,25,170,19,49.68
5.37,225.5,351.0,187.3,94.0,8,9,71.07,2.06,1.46,1.5,81.06,46,7.72,3,78.22,13974,29,223,28,72.4
2.91,112.6,148.4,176.3,123.3,3,12,46.06,0.24,1.31,0.54,49.08,28,4.41,5,55.06,9016,16,176,17,36.88
6.88,153.7,304.3,97.5,73.3,9,9,77.15,2.12,2.05,1.1,76.08,47,7.87,3,72.53,13063,29,197,28,74.5
4.84,174.9,266.9,135.7,53.3,11,3,100.0,1.48,2.12,0.9,76.49,80,5.78,2,85.54,20188,41,284,36,80.91
5.77,186.7,296.0,198.7,122.1,5,9,65.91,2.88,1.96,1.45,67.58,50,6.56,6,72.99,11238,27,160,25,57.24
3.32,75.4,147.1,232.2,143.6,2,15,52.81,1.22,0.79,0.87,53.58,24,6.5,8,33.76,5404,12,124,12,18.19
5.01,149.7,236.5,167.5,96.6,6,11,49.62,1.97,1.59,0.53,55.66,48,7.82,5,64.67,9490,20,113,18,55.82
4.86,112.7,225.9,170.0,98.2,9,10,52.51,1.83,1.2,1.21,75.09,47,8.74,6,52.74,9911,23,161,22,55.31
6.68,225.0,356.2,94.0,75.5,8,7,69.28,3.39,1.63,2.0,69.07,65,7.29,4,63.41,15265,32,191,26,81.19
4.17,128.1,201.1,155.5,85.6,8,11,49.5,2.1,2.13,0.38,51.12,22,7.71,4,49.54,8621,18,160,14,57.22
3.27,60.2,142.3,238.6,155.7,2,15,46.41,0.84,1.09,1.24,67.29,24,8.12,6,33.63,6418,9,95,13,46.15
6.36,209.5,347.9,105.4,60.6,7,11,76.14,2.89,2.64,1.45,85.01,74,8.24,5,69.83,16401,34,214,29,65.25
4.86,136.6,265.8,236.4,83.4,4,11,61.82,2.39,1.36,1.49,64.72,27,8.01,7,55.61,7304,16,148,14,43.96
6.78,234.1,336.6,133.4,33.9,9,5,73.42,3.05,1.04,1.76,81.77,68,7.52,6,85.74,17836,35,245,35,79.31
4.21,111.5,222.2,270.7,129.8,2,11,36.08,1.71,1.5,0.73,55.21,32,6.91,5,53.07,6479,18,113,17,43.08
5.18,155.9,233.1,178.2,96.5,8,11,68.23,2.2,1.73,1.13,72.59,42,7.32,5,69.83,12686,23,181,21,64.95
3.29,77.7,171.6,250.9,118.1,5,13,42.92,1.21,1.09,0.68,43.75,14,7.55,7,37.67,578,8,112,5,33.18
5.56,149.8,248.2,160.0,52.1,6,7,78.46,2.57,1.52,1.28,77.04,59,10.0,3,92.57,14869,25,231,31,66.68
5.23,136.1,277.2,170.0,123.4,6,13,54.12,1.47,2.7,1.42,62.51,27,6.08,7,54.72,11517,21,164,26,49.53
3.61,137.7,203.2,169.3,76.0,5,4,48.99,2.25,1.65,1.33,65.32,43,5.45,6,64.18,11861,20,153,18,58.73
5.73,179.4,313.6,121.6,103.5,8,9,54.76,2.67,1.89,2.01,68.49,54,7.91,3,63.97,11309,29,191,23,72.76
3.45,106.4,168.1,195.8,121.5,6,12,61.6,1.39,0.86,0.79,64.09,30,6.89,5,47.33,6873,18,126,17,41.83
5.89,145.3,283.4,83.6,49.4,9,7,89.29,2.07,1.83,1.55,75.94,79,7.15,2,73.54,16790,36,257,34,76.76
6.94,171.8,325.5,144.4,59.0,11,8,56.83,2.6,1.41,1.37,69.96,42,7.01,3,64.63,14308,31,211,32,70.2
6.38,214.4,306.4,217.8,76.1,6,7,86.34,2.66,2.05,1.52,74.23,61,6.27,6,79.05,15330,31,180,31,66.83
3.18,86.9,164.4,224.6,157.0,3,16,44.14,2.31,0.78,0.53,47.76,14,7.53,8,42.62,3276,13,109,13,23.18
4.28,97.9,190.6,206.5,98.8,4,8,46.86,1.28,1.12,0.83,59.15,28,5.87,6,57.87,7711,21,95,13,46.64
4.42,111.2,192.5,154.0,145.2,7,8,54.61,1.32,1.13,0.82,58.88,37,9.43,7,49.1,7216,19,132,15,41.94
3.53,129.8,180.3,226.3,68.7,7,11,48.53,1.83,1.1,0.72,62.2,24,5.49,8,43.15,6214,23,96,11,30.22
5.08,164.8,262.1,159.2,0.0,8,6,64.92,2.83,0.54,1.12,83.19,48,6.22,6,55.89,14091,27,178,28,62.24
7.8,222.8,400.8,44.1,0.0,15,3,89.03,2.52,2.43,2.14,91.91,72,8.29,2,97.75,20600,44,318,42,100.0
7.36,243.2,394.4,123.4,42.5,12,6,72.47,2.74,2.65,1.81,71.98,65,8.91,3,76.59,19329,30,273,40,85.79
4.85,89.9,185.6,131.5,60.4,9,5,76.82,1.85,1.83,1.93,75.78,56,6.14,4,72.75,14158,35,240,28,70.76
2.19,12.0,65.7,229.9,143.9,3,14,47.36,0.63,0.91,0.87,59.68,33,9.31,5,39.33,5821,6,108,9,35.17
3.92,105.6,192.3,262.0,111.0,4,11,60.15,1.12,0.73,0.36,61.69,34,8.34,7,57.45,8602,20,104,14,25.8
2.88,62.8,140.4,130.6,90.5,7,11,56.87,0.86,1.31,0.05,62.86,53,5.89,8,62.48,13456,19,140,24,44.25
6.15,154.1,275.0,166.5,91.7,10,6,92.85,2.31,1.66,2.11,84.44,53,7.34,2,84.71,17000,32,292,35,85.76
2.43,48.6,131.5,260.3,67.4,4,14,36.06,0.01,0.65,0.59,65.66,31,7.49,6,47.72,6590,13,117,18,41.35
0.96,10.0,38.1,283.1,174.2,2,17,30.73,0.35,0.53,0.24,29.39,2,6.27,6,39.83,251,4,36,0,11.53
4.39,155.7,197.7,91.9,149.9,7,13,52.02,1.52,1.63,1.14,68.87,36,5.74,4,54.79,10522,17,129,21,57.28
6.1,215.9,343.9,92.3,57.7,10,10,70.83,2.9,1.93,1.07,72.64,62,7.11,5,71.0,14248,29,204,30,78.01
5.05,159.0,244.0,185.5,98.4,7,8,60.12,2.85,1.2,1.16,62.84,73,7.39,4,73.83,13036,29,166,26,62.46
7.0,245.5,390.3,139.7,40.0,8,9,70.54,2.87,2.42,1.93,72.7,59,6.98,5,77.42,17016,36,186,33,75.94
2.21,82.4,113.1,177.7,124.8,1,15,43.51,0.31,0.77,0.91,40.52,20,6.93,8,38.51,6628,11,10,6,18.16
2.07,56.2,100.1,205.3,101.6,2,11,43.72,0.81,0.39,0.49,52.88,21,7.63,5,38.5,6954,16,100,12,30.42
4.19,97.1,168.2,187.9,82.5,5,7,68.73,1.5,1.28,1.41,60.58,29,7.18,8,51.17,7929,22,79,19,40.76
7.94,269.0,405.3,140.8,11.8,12,7,75.22,3.17,3.01,2.12,90.69,54,6.87,1,72.27,15958,35,274,38,86.33
3.17,97.3,181.8,300.1,177.4,0,13,34.62,1.36,1.45,0.64,46.34,25,6.06,5,38.17,1446,10,0,0,28.87
4.5,185.1,266.7,228.4,86.0,5,9,44.0,1.92,0.59,1.32,58.51,24,7.92,8,50.74,7242,17,98,14,42.3
5.76,178.1,303.2,178.7,110.5,10,6,75.51,2.62,0.75,1.66,78.81,54,7.56,5,68.97,14976,39,215,31,70.43
5.24,142.4,220.5,92.1,86.7,8,9,62.02,1.57,1.78,1.37,77.75,59,8.03,4,76.75,13892,32,198,34,67.56
5.82,194.9,301.3,149.5,112.4,10,12,66.67,1.95,0.9,1.21,74.02,42,6.49,7,51.76,9338,29,177,22,53.72
7.27,170.9,302.8,154.5,63.6,12,8,82.25,3.47,2.33,1.62,82.55,61,8.05,4,76.87,16323,40,218,33,74.64
3.2,93.1,174.0,213.5,120.7,8,10,56.04,1.08,0.87,0.73,60.63,28,7.54,8,53.86,8603,19,83,13,36.03
6.22,191.4,315.2,154.9,43.4,9,9,83.1,3.24,1.04,1.59,73.15,63,9.09,4,71.03,15322,26,186,27,69.56
3.54,70.6,180.9,208.0,142.3,2,12,50.18,1.39,1.15,0.71,57.37,13,7.64,6,53.99,8099,19,48,11,37.09
7.98,219.2,340.0,220.9,56.8,12,10,69.09,2.97,2.51,1.73,76.55,40,6.23,5,76.7,15184,35,209,27,73.76
1.48,16.1,95.5,257.1,145.2,1,19,32.67,0.55,0.31,0.28,42.92,7,9.42,7,23.67,0,3,15,4,9.82
9.11,252.5,450.8,73.1,45.3,12,8,85.04,3.17,2.37,1.68,88.13,73,9.32,1,79.76,21067,42,265,43,83.87
4.51,121.9,255.4,149.7,140.9,4,13,52.86,1.14,1.31,1.25,71.0,41,8.82,6,51.54,9323,20,90,17,44.21
2.25,40.9,108.6,180.4,142.1,3,11,52.23,0.82,0.52,0.55,55.45,16,5.84,9,28.23,7169,10,126,12,18.98
8.29,225.3,401.4,146.3,75.4,12,5,78.01,2.97,3.19,1.39,79.01,80,7.54,2,79.72,16566,34,245,39,85.9
4.71,181.9,230.6,184.3,89.0,4,8,61.2,1.42,0.57,0.82,57.86,39,7.52,6,63.07,6321,15,91,19,54.41
5.99,177.6,289.0,159.8,94.1,4,11,74.62,2.76,2.22,1.52,79.76,57,8.47,6,75.11,15355,27,239,31,72.47
2.85,54.4,106.5,235.2,130.6,1,14,40.7,1.18,0.67,0.88,42.54,18,7.84,7,46.38,7561,18,50,8,19.2
3.18,92.4,127.4,171.0,115.5,7,8,52.2,0.91,0.73,0.36,53.0,19,5.66,6,38.74,7005,18,91,14,46.92
3.34,103.9,190.4,187.5,112.5,8,11,55.21,1.17,1.65,1.34,64.61,43,7.23,6,40.24,6121,18,91,11,42.48
4.34,94.9,205.7,180.3,98.1,5,12,51.12,2.08,1.02,1.16,61.39,18,6.61,6,41.65,6225,15,91,15,35.45
5.94,200.5,337.9,195.7,56.6,6,6,70.23,2.75,1.62,1.51,76.72,50,6.87,5,67.28,13452,27,193,21,72.84
4.57,158.9,239.2,164.9,109.2,5,11,56.83,2.19,1.62,1.22,52.71,34,7.78,6,60.61,9006,22,120,16,52.95
3.49,116.4,209.6,149.3,114.5,5,14,53.02,0.7,1.02,0.55,66.2,32,5.68,6,48.59,4843,14,96,18,40.33
1.45,46.6,59.5,231.2,135.6,4,13,40.48,0.79,0.41,0.64,54.97,12,8.36,6,43.69,5505,15,95,3,38.17
4.82,169.2,245.3,204.3,111.8,4,10,64.86,2.08,1.93,1.6,59.28,40,5.71,6,57.4,8382,16,141,18,53.03
6.07,224.6,330.7,118.9,96.6,7,9,54.64,2.1,1.82,1.81,65.34,60,8.29,5,66.43,11962,31,151,34,66.71
