study_hours_per_day,app_usage_minutes,idle_time_minutes,lms_logins_per_week,submission_offset_hours,completion_rate_percent,deadline_misses_30d,streak_days,avg_session_length_min,distraction_visits_per_day,sleep_hours,risk_level,is_procrastinator
5.65,102.6,60.2,12,10.8,58.3,4,14,39.6,3,5.13,Moderate,1
7.36,72.7,21.1,10,39.2,79.7,6,13,36.9,9,5.97,Low,0
1.98,142.0,29.5,5,21.6,67.8,6,6,52.6,4,7.2,High,1
3.2,124.7,46.9,9,10.7,53.4,5,14,46.7,9,6.5,Moderate,1
2.38,156.6,49.0,8,18.1,43.6,8,8,32.5,10,6.3,Moderate,1
4.66,58.8,7.3,9,33.1,86.9,5,15,46.5,3,5.52,Low,0
6.15,91.9,23.0,7,50.6,100.0,4,16,50.4,4,6.37,Low,0
1.22,85.5,34.4,8,23.7,55.3,6,17,27.4,6,5.79,Low,0
3.48,126.2,31.3,12,21.7,67.9,4,16,41.6,5,7.05,High,1
3.43,156.3,31.4,9,23.8,68.3,4,9,52.6,8,6.37,High,1
4.3,99.2,52.4,10,44.4,81.6,1,12,29.2,5,5.93,Moderate,0
3.65,173.3,74.9,8,19.1,38.6,7,8,33.7,13,4.46,Moderate,1
6.97,7.0,13.9,13,43.0,80.9,1,19,51.8,2,7.54,Low,0
5.62,91.8,52.6,13,29.0,63.9,4,15,53.8,5,7.38,Moderate,0
4.7,112.2,1.3,12,23.6,100.0,3,17,52.3,5,6.19,Moderate,0
5.9,57.5,47.3,11,39.4,92.2,4,14,29.6,8,7.67,Low,0
0.86,195.0,81.4,5,-8.2,29.5,10,4,18.1,16,4.71,High,1
3.77,209.8,59.6,10,25.8,60.2,4,5,34.3,8,5.35,Moderate,1
7.03,62.1,1.9,12,40.6,64.3,0,18,66.2,0,7.4,Low,0
5.38,119.1,31.8,10,14.1,69.2,5,10,33.1,7,3.92,Moderate,0
2.12,285.3,85.3,3,6.2,36.6,12,6,17.3,17,5.0,High,1
6.75,67.5,21.4,13,34.0,95.6,2,21,55.1,0,7.97,Low,0
5.41,158.3,42.2,8,8.0,73.1,6,11,37.2,2,6.98,Low,0
2.11,177.8,66.4,7,20.1,62.5,7,9,41.1,16,5.6,Moderate,1
5.63,40.0,35.1,11,32.3,78.5,3,10,44.1,4,6.93,Low,0
5.54,87.3,5.5,12,39.8,66.1,4,10,41.0,9,6.89,Low,0
4.11,176.2,34.4,10,15.8,60.3,5,4,53.3,2,6.39,Moderate,1
3.83,158.9,46.6,8,27.5,63.7,4,8,37.9,8,6.01,Moderate,0
4.25,92.7,13.7,8,27.6,54.1,6,10,41.3,3,5.32,Moderate,1
7.48,10.5,32.3,13,40.9,92.2,0,22,47.3,0,6.4,Low,0
6.89,133.0,26.1,9,38.4,75.1,3,18,39.8,0,6.62,Low,0
0.6,231.6,61.5,5,1.9,43.1,8,0,28.9,9,7.03,High,1
3.94,130.7,43.0,10,1.7,53.9,9,9,40.3,3,6.86,Moderate,1
2.4,203.1,32.0,10,30.4,52.4,8,6,43.1,13,6.17,Low,0
5.94,92.8,33.6,15,35.5,80.2,5,20,64.4,4,7.7,Low,0
4.69,161.7,37.1,12,31.7,72.6,5,12,49.0,5,6.6,Low,0
5.27,91.5,30.4,12,32.4,80.2,4,20,41.4,5,6.39,Low,0
2.59,186.6,37.7,7,21.0,48.5,7,8,18.1,4,6.6,Moderate,1
3.47,183.8,45.7,9,10.1,62.2,8,9,38.5,13,6.71,Moderate,0
5.1,89.8,25.0,11,19.2,70.5,5,15,47.6,12,8.72,Low,0
2.9,174.2,64.2,9,5.1,41.8,10,2,28.3,9,6.32,High,1
1.67,282.4,34.6,6,-4.3,42.2,7,4,38.7,11,4.66,High,1
2.81,145.0,27.5,9,26.6,59.2,7,12,33.1,5,6.06,Moderate,1
2.74,195.2,30.7,4,28.8,49.0,8,4,40.1,6,5.2,Moderate,1
3.0,194.2,78.7,4,14.5,36.5,8,3,21.0,12,6.03,High,1
4.69,65.6,25.0,14,29.0,78.8,1,17,58.7,3,6.86,Low,0
2.53,150.9,27.6,8,20.3,61.7,7,13,27.9,3,4.89,Moderate,1
4.11,116.2,29.8,7,17.1,67.6,6,12,38.8,3,6.36,Moderate,1
3.6,188.0,57.0,3,-11.2,44.6,8,5,17.3,9,5.72,High,1
3.77,160.5,35.2,5,33.1,63.0,9,9,45.9,4,5.2,Moderate,1
3.92,196.9,47.6,12,27.2,54.4,6,12,47.6,10,5.51,Moderate,0
1.38,191.0,44.9,7,-5.5,52.9,9,3,33.2,19,6.48,High,1
6.47,52.9,0.0,15,12.2,83.4,0,18,59.3,4,6.74,Low,0
4.24,213.9,46.6,6,4.2,57.6,9,5,28.0,16,4.57,Moderate,1
4.7,162.3,10.6,12,15.7,62.6,4,12,46.7,6,5.55,Low,0
2.1,173.4,52.4,12,36.0,78.3,7,12,33.4,8,6.24,Moderate,0
5.28,158.8,15.3,10,39.7,61.2,8,13,41.8,4,5.29,Moderate,1
2.93,185.9,35.6,11,23.5,74.5,8,6,28.6,9,6.06,Moderate,0
2.72,229.9,34.8,8,20.9,68.9,6,9,49.2,6,6.23,Moderate,1
4.06,141.2,46.9,11,23.8,67.2,5,8,52.0,7,7.0,Moderate,0
1.91,169.8,56.4,5,-15.9,40.1,12,0,23.8,13,5.34,High,1
3.43,150.2,28.7,5,34.9,74.2,5,13,33.1,4,6.49,Moderate,1
4.03,52.6,22.1,10,52.5,82.0,2,13,44.0,0,6.33,Low,0
1.18,173.0,51.4,4,-16.3,36.3,9,4,14.3,13,6.59,High,1
5.75,117.8,38.8,12,46.1,74.8,2,16,44.7,3,4.92,Moderate,1
3.63,206.5,11.1,12,13.0,72.5,6,6,42.1,15,6.98,Moderate,0
2.71,165.8,66.8,6,-3.4,40.9,10,4,22.5,21,5.55,High,1
3.34,85.2,15.0,9,27.7,63.0,5,7,55.4,4,5.52,Moderate,1
3.84,161.8,47.3,11,26.7,65.9,5,16,32.2,2,5.94,Moderate,0
6.45,73.9,20.6,7,-1.3,77.3,7,20,58.3,6,6.74,Moderate,0
4.46,126.6,26.3,8,27.3,72.5,3,14,38.0,7,6.86,Low,0
2.04,193.5,62.8,7,19.9,57.5,7,4,24.2,11,7.0,Moderate,0
3.28,274.3,57.9,7,-9.8,45.3,8,0,39.6,6,5.74,High,1
5.95,100.0,0.0,8,45.8,88.7,3,16,59.1,0,5.69,Low,0
2.89,204.4,53.4,6,2.9,57.6,7,3,39.9,10,6.39,High,1
6.01,69.4,18.5,11,32.6,75.2,3,12,52.4,6,6.2,Low,0
3.6,229.6,36.7,8,2.8,47.9,8,5,29.2,5,6.49,High,1
5.61,191.9,44.0,12,36.1,76.6,3,16,35.3,6,6.22,Low,0
3.09,185.8,58.2,6,11.7,55.3,7,6,49.4,10,4.36,High,1
6.16,47.2,20.2,13,45.2,91.2,2,19,55.3,0,5.95,Moderate,0
3.08,261.7,44.1,6,3.1,35.2,12,1,22.8,12,6.53,High,1
0.42,257.7,58.2,8,8.6,30.7,9,5,26.4,12,5.99,High,1
3.56,195.1,43.4,3,16.6,48.3,9,9,42.5,15,6.57,Moderate,1
3.96,185.5,40.0,4,11.4,53.5,5,5,42.5,4,6.06,Moderate,0
4.03,172.4,41.2,8,8.1,58.1,9,6,38.1,13,5.95,High,1
3.41,128.2,1.2,13,15.7,72.4,3,18,54.5,4,6.49,Low,0
0.98,209.1,45.3,4,-4.0,35.9,8,1,31.0,9,6.95,High,1
3.89,203.7,36.9,2,9.2,40.9,8,6,25.9,10,6.54,High,1
4.74,169.5,25.4,6,19.3,65.0,6,14,37.2,10,6.05,Moderate,1
3.24,193.9,66.6,5,-13.8,34.0,11,0,20.1,10,5.12,High,1
4.56,102.0,19.2,12,61.4,83.0,5,15,56.0,0,5.58,Low,0
1.91,275.3,72.4,4,-1.9,22.9,12,1,22.7,21,4.37,High,1
3.22,217.1,35.5,6,25.8,64.6,9,13,18.8,11,6.41,Moderate,1
4.74,116.3,34.4,11,13.4,57.2,6,7,63.9,10,7.36,Moderate,0
2.26,125.1,25.6,8,16.8,64.4,4,12,45.7,12,6.79,Moderate,1
5.35,130.5,28.0,13,28.6,85.5,4,16,46.4,3,5.79,Moderate,0
6.02,83.6,9.3,15,47.8,85.1,2,19,50.2,6,9.38,Moderate,0
3.34,37.1,32.2,16,50.9,75.5,3,17,59.2,5,6.65,Low,0
6.26,70.5,23.0,13,39.9,92.8,0,14,54.5,5,6.02,Low,0
4.67,208.0,31.7,8,11.5,71.7,6,16,37.1,14,7.05,High,1
2.89,131.7,65.9,6,-6.1,45.5,8,0,25.7,11,6.24,High,1
2.35,128.6,41.3,5,3.7,40.3,9,3,21.4,11,5.74,High,1
2.37,169.4,74.8,6,-0.0,44.7,10,7,42.7,9,6.83,Moderate,1
4.1,103.9,24.9,8,11.1,68.5,6,7,52.8,7,5.72,Moderate,0
0.53,235.5,56.9,5,-12.1,40.2,9,0,50.4,10,6.55,High,1
7.43,63.9,11.3,13,50.5,79.6,2,14,49.9,5,6.87,Low,0
2.23,219.4,51.0,1,16.8,44.8,10,5,37.1,20,4.31,High,1
4.3,187.0,30.5,10,9.3,63.5,6,14,51.4,8,6.89,Moderate,1
4.32,211.7,41.7,5,-6.2,56.9,11,9,34.0,11,5.94,High,1
6.05,56.1,29.1,11,44.9,97.5,3,20,51.4,1,6.29,Low,0
6.04,155.8,33.8,9,19.4,63.9,5,14,54.0,4,5.95,Moderate,0
4.2,153.8,45.3,9,18.4,48.1,8,7,41.7,9,5.61,High,1
1.76,186.3,54.3,7,-18.5,59.2,10,0,16.6,18,6.69,High,1
4.51,166.9,84.0,8,0.9,46.8,8,14,30.7,11,6.27,Moderate,1
2.38,203.9,29.8,6,10.9,42.9,7,5,25.9,9,6.01,High,1
3.4,199.1,64.2,7,7.1,64.5,8,11,40.9,9,6.04,High,1
4.72,99.3,38.4,8,22.1,66.2,7,12,37.9,4,6.15,Moderate,1
3.24,179.2,60.3,8,19.9,57.2,5,14,56.1,15,5.43,Moderate,1
3.11,134.3,24.3,10,8.5,66.6,8,10,45.3,8,6.9,Low,0
3.73,105.5,11.8,15,18.7,73.2,4,14,33.6,2,5.62,Low,0
4.25,108.8,60.1,13,41.2,71.2,3,10,47.2,12,4.96,Moderate,0
4.55,7.7,5.5,12,42.8,86.4,3,20,60.6,2,5.09,Moderate,0
6.44,141.0,11.8,11,31.8,88.4,4,16,28.9,0,7.21,Low,0
2.54,129.8,35.4,6,25.5,87.4,2,8,57.4,0,6.39,High,1
2.82,130.7,2.4,8,21.7,63.0,5,4,28.1,7,5.75,High,1
0.87,271.6,40.0,7,-13.1,35.6,10,0,29.9,8,6.02,High,1
2.16,198.0,85.8,5,-0.9,53.0,9,0,30.7,12,7.01,High,1
4.18,162.8,47.5,9,24.7,51.0,7,11,51.0,11,5.38,High,1
0.96,248.6,76.8,7,9.5,45.2,8,1,24.9,9,5.46,High,1
4.05,100.9,52.4,8,26.5,61.6,9,6,43.5,1,5.75,High,1
3.06,142.1,42.9,9,6.3,61.1,7,9,30.2,13,5.9,Low,0
4.36,122.9,29.5,12,52.5,61.3,5,16,52.8,4,6.76,Moderate,1
5.3,34.1,12.9,12,43.5,86.4,0,16,38.4,0,7.53,Low,0
5.8,70.0,15.5,10,16.9,86.9,2,17,54.0,8,6.28,Moderate,0
5.86,140.4,24.6,11,23.8,71.8,4,10,48.7,7,5.55,Moderate,0
2.89,211.7,47.9,9,10.6,49.6,9,12,32.5,13,6.98,High,1
7.82,100.3,27.8,14,40.0,82.1,0,16,36.8,3,7.02,Low,0
3.56,146.9,57.2,11,29.6,56.1,6,10,48.2,9,6.03,High,1
6.53,98.8,21.1,12,20.1,48.8,4,9,49.2,3,6.77,Low,0
1.7,193.0,65.9,8,15.0,62.3,4,10,55.4,8,5.5,Moderate,0
4.47,168.7,45.3,11,10.4,63.5,7,15,47.2,5,6.84,Moderate,0
3.99,152.1,23.1,12,41.3,68.3,3,14,57.3,3,6.92,Low,0
3.49,166.5,72.5,8,11.0,40.2,9,4,42.7,14,6.44,Moderate,1
5.33,149.8,18.1,14,21.8,75.6,7,8,58.5,11,7.36,Moderate,0
3.78,140.3,67.6,7,-14.8,61.6,7,6,34.4,7,6.22,Moderate,1
2.79,80.8,52.0,11,48.1,66.7,1,16,63.2,3,6.68,Moderate,0
2.4,146.1,30.9,9,16.9,44.8,8,4,46.5,5,7.76,Moderate,1
3.44,160.3,92.7,11,21.5,59.3,8,9,46.8,9,6.38,High,1
5.51,99.6,35.6,10,37.1,72.6,4,18,53.9,9,7.37,Low,0
3.37,189.4,55.2,9,13.1,57.8,5,16,26.9,8,6.78,Low,0
4.56,77.9,34.8,15,19.7,80.6,1,11,50.6,0,7.13,Moderate,0
4.73,172.5,24.2,13,38.3,82.2,2,15,48.4,10,5.84,Low,0
3.38,171.3,64.1,3,11.2,24.6,11,3,16.3,16,6.6,High,1
5.4,161.1,0.0,9,28.5,66.8,5,10,56.0,7,5.87,Low,0
3.95,172.0,36.8,10,11.0,69.8,6,12,49.8,8,7.37,Low,0
6.37,91.1,17.2,15,26.2,56.5,4,12,46.3,7,8.09,Moderate,0
3.77,99.9,28.0,12,20.0,61.1,8,12,62.1,7,6.16,Low,0
0.64,207.4,70.2,4,18.7,24.3,10,4,40.3,8,7.89,High,1
3.11,148.6,30.9,10,5.9,55.9,10,7,57.6,13,5.47,High,1
2.42,201.6,17.9,6,-5.9,39.1,9,4,36.0,12,6.48,High,1
4.95,77.1,44.7,10,45.2,64.9,4,15,35.3,0,4.39,Moderate,0
3.02,208.1,47.9,8,14.6,45.3,8,6,27.5,14,6.59,High,1
4.75,64.9,6.7,8,39.5,95.8,4,14,63.0,7,6.42,Moderate,0
4.18,130.5,13.4,13,24.3,62.3,4,15,51.8,5,6.51,Moderate,0
1.85,203.3,23.8,3,7.7,50.3,6,3,46.1,10,5.04,Moderate,1
3.51,248.2,63.7,10,22.3,51.2,4,7,48.9,14,7.54,Moderate,0
5.68,104.0,0.0,13,42.3,74.0,5,18,61.6,5,7.52,Low,0
1.45,168.6,47.2,4,9.1,46.0,11,3,40.7,13,4.93,High,1
4.75,105.7,14.0,11,59.5,67.0,1,13,61.7,2,5.53,Low,0
5.05,99.9,31.0,16,56.6,100.0,2,16,57.4,1,7.1,Low,0
4.71,203.0,72.3,12,10.6,57.4,9,6,52.6,13,6.33,High,1
2.76,195.5,68.1,7,18.1,65.8,6,7,41.1,13,6.69,Moderate,1
4.68,69.8,50.1,13,42.9,65.2,2,17,35.9,8,4.6,Low,0
4.53,137.4,39.3,9,17.3,73.9,5,13,28.9,14,4.99,Moderate,1
5.18,118.8,28.9,13,12.4,66.1,3,18,57.9,0,5.93,Low,0
2.24,231.5,67.3,6,-3.3,30.4,8,4,45.3,13,6.54,High,1
4.58,110.6,40.8,12,31.3,66.2,4,13,50.2,9,5.52,Moderate,0
2.46,211.5,46.0,5,3.6,15.2,11,3,12.2,10,4.63,High,1
5.91,112.9,46.2,9,6.6,56.9,2,16,47.8,1,6.08,Moderate,0
4.1,108.8,30.3,5,17.0,55.5,7,5,17.4,10,5.23,High,1
5.57,130.6,37.3,13,26.0,59.7,3,14,36.5,7,7.71,Low,0
5.86,51.7,28.1,13,32.0,83.0,2,13,48.4,0,7.7,Low,0
4.98,136.9,24.2,10,9.2,70.6,6,13,53.3,6,7.71,High,1
4.5,222.7,36.8,10,11.7,62.7,6,13,43.4,6,6.43,Moderate,1
2.12,275.6,43.6,11,14.2,36.2,7,9,35.7,10,6.42,High,1
1.24,119.6,82.6,8,0.7,46.6,7,8,40.1,5,6.2,Moderate,1
3.9,209.9,62.1,5,24.4,52.7,8,10,35.1,9,7.07,Moderate,1
1.93,223.2,41.7,6,0.4,52.6,6,3,37.9,10,4.84,High,1
4.28,83.2,23.6,12,43.6,83.3,4,19,54.4,3,7.35,Low,0
2.47,144.2,46.4,10,28.4,54.2,6,4,35.7,4,6.31,Moderate,1
5.13,9.1,23.6,12,31.5,78.0,1,17,46.1,3,7.19,Low,0
3.29,144.9,41.8,11,48.8,64.5,1,14,44.8,3,6.82,Low,0
3.4,203.1,86.6,7,-11.8,52.1,9,3,31.6,11,8.46,High,1
4.34,96.7,31.9,12,-0.9,82.8,4,11,49.6,2,5.97,Low,0
3.71,115.7,17.4,9,37.1,73.7,5,18,34.4,7,6.42,Moderate,0
4.37,177.5,59.9,12,1.5,60.3,10,13,37.5,6,5.75,Moderate,1
0.38,230.6,28.2,7,-9.3,39.6,10,5,37.9,10,7.16,High,1
2.98,242.3,49.9,7,-13.1,33.8,7,5,52.8,15,6.89,High,1
4.13,180.9,44.4,8,6.5,65.9,3,9,39.5,6,6.27,Moderate,0
2.86,134.3,62.4,10,16.1,53.2,6,6,37.0,3,5.81,Low,0
2.3,131.5,47.7,9,22.3,66.5,7,8,32.0,9,5.97,Moderate,1
5.12,135.5,26.8,7,17.4,53.3,6,14,55.2,6,6.04,Low,0
3.04,197.4,33.1,7,10.0,47.3,8,12,41.7,11,5.04,High,1
2.77,145.2,34.7,5,17.7,53.6,9,14,38.0,9,6.76,High,1
5.63,109.6,25.3,14,3.1,76.5,3,15,45.1,3,7.33,Low,0
1.92,133.8,44.7,9,24.2,53.2,7,5,48.7,4,7.13,Moderate,1
3.4,124.2,58.9,8,24.2,74.0,6,12,37.1,1,5.11,High,1
5.14,94.1,50.4,9,11.5,41.4,6,9,36.0,2,6.36,High,1
0.87,221.1,64.2,3,6.7,43.0,8,8,15.7,8,5.66,High,1
5.95,34.4,29.0,13,27.6,71.1,3,10,60.8,8,6.34,Moderate,0
2.73,113.0,32.4,9,33.0,73.2,2,9,39.2,8,7.26,Low,0
4.51,183.5,65.1,12,31.3,55.3,7,11,27.5,5,6.41,Low,0
3.78,128.1,60.9,12,22.4,49.9,10,7,42.9,8,5.82,Moderate,1
4.84,127.1,17.4,7,22.6,60.3,5,7,11.3,13,6.97,Moderate,1
2.06,274.1,69.4,8,-11.7,41.5,9,2,25.6,15,5.4,High,1
5.26,29.7,20.9,12,26.3,93.2,3,14,45.2,10,7.88,Low,0
3.76,139.1,10.9,8,9.8,58.3,5,11,65.6,5,5.67,Moderate,0
2.93,216.6,38.6,6,7.7,37.4,9,4,39.7,13,7.16,High,1
5.61,201.7,13.3,10,16.4,70.4,4,7,50.5,12,7.01,Low,0
5.09,113.4,35.9,12,25.4,63.5,5,11,19.1,1,6.49,Moderate,1
1.55,266.0,52.1,8,-17.6,45.5,9,3,23.7,10,5.1,Moderate,1
4.14,182.1,26.2,12,4.5,54.6,7,5,41.6,7,5.33,Moderate,0
1.5,194.5,86.2,6,5.5,35.0,8,11,42.3,11,7.96,High,1
0.68,262.2,48.0,8,6.1,31.7,11,6,26.6,12,4.85,High,1
4.9,131.5,0.0,10,12.5,91.4,2,14,40.4,2,6.86,Low,0
0.16,247.2,49.0,7,-5.4,38.2,7,6,13.3,13,6.79,High,1
0.82,224.8,48.6,8,13.2,45.8,9,6,25.2,12,5.35,High,1
5.74,146.9,14.2,8,16.5,70.6,4,16,45.2,4,6.84,Moderate,0
7.3,180.6,41.7,10,-1.0,58.6,5,9,38.7,7,6.23,Moderate,0
3.52,203.0,60.5,9,8.2,42.6,7,6,46.4,10,6.7,Moderate,1
4.41,97.3,19.4,11,28.1,84.0,0,16,49.0,6,5.77,Low,0
3.69,132.1,29.6,10,20.9,52.2,4,7,24.2,15,4.83,Moderate,1
4.55,118.2,28.6,10,25.3,71.7,4,15,41.1,4,7.38,Low,0
2.72,178.0,37.5,7,2.3,56.8,10,5,26.0,8,5.91,High,1
1.92,241.9,57.9,7,-8.1,35.5,8,3,19.0,7,6.36,High,1
1.15,154.5,57.6,5,25.6,44.8,10,4,44.8,8,5.81,High,1
1.01,255.8,66.1,5,-2.7,37.0,9,2,34.3,14,5.12,High,1
7.46,50.3,9.1,7,24.5,78.2,6,16,28.3,9,5.46,Low,0
3.46,138.8,43.3,6,30.4,68.7,6,11,39.6,9,5.44,Moderate,1
3.27,144.8,50.1,10,25.8,69.4,5,11,42.4,11,5.6,Moderate,1
5.31,150.9,1.0,8,32.1,65.8,6,6,46.7,6,6.49,Moderate,1
2.28,247.3,74.1,7,12.7,17.6,13,0,38.0,18,6.07,High,1
4.97,131.7,31.9,13,43.7,67.2,5,15,40.5,4,6.79,Moderate,0
5.3,119.9,48.5,11,25.8,70.0,3,15,39.9,6,6.59,Low,0
4.83,84.7,36.9,8,15.5,71.9,6,8,46.0,11,5.48,Moderate,1
3.1,105.1,52.6,7,36.7,52.1,6,10,40.8,8,7.16,Moderate,1
6.11,157.2,27.1,11,30.9,61.7,2,20,44.7,6,5.93,Moderate,0
1.81,189.7,66.3,6,3.1,37.4,13,0,28.3,15,5.22,High,1
7.8,58.5,16.8,13,29.7,77.6,3,16,46.0,5,8.17,Moderate,0
3.87,116.7,17.5,11,3.0,71.6,5,8,34.7,3,7.03,Moderate,1
4.46,77.7,8.4,10,46.5,65.3,3,12,43.1,2,6.48,Moderate,0
2.96,181.5,53.4,8,22.1,51.7,7,10,25.7,9,6.25,High,1
6.24,87.6,24.6,14,28.9,90.6,2,20,36.6,2,5.99,Low,0
3.89,144.9,21.5,8,34.3,63.2,6,8,44.7,5,7.46,Moderate,1
4.66,142.0,69.9,6,0.9,56.5,7,9,49.4,8,6.63,Moderate,0
3.53,201.5,73.7,8,7.6,48.3,8,4,30.4,11,5.56,Moderate,1
4.83,48.4,4.2,11,46.6,81.3,0,16,57.1,5,8.21,Low,0
6.72,7.8,42.2,10,22.1,79.3,2,13,61.6,7,6.74,Low,0
2.49,118.6,48.3,11,3.7,61.6,5,11,37.4,10,4.97,Moderate,0
5.16,164.7,42.0,9,19.0,51.3,9,8,53.8,9,5.93,Moderate,1
4.27,135.8,49.1,6,38.8,64.8,4,9,48.6,2,6.53,Moderate,0
7.03,51.4,0.0,13,42.1,76.0,1,21,49.0,4,7.86,Low,0
0.0,197.6,35.2,7,30.2,33.9,9,6,51.3,11,5.95,High,1
6.77,130.4,19.8,11,38.4,61.6,4,23,37.3,2,4.83,Low,0
4.11,135.2,45.3,9,20.7,54.7,4,10,41.6,3,7.25,Moderate,0
3.7,179.7,43.9,13,28.2,53.5,6,5,36.2,14,6.8,High,1
4.83,139.2,17.4,10,6.5,55.1,4,15,36.0,8,6.76,Moderate,1
1.59,225.1,51.9,7,3.0,55.3,4,6,35.2,8,6.7,High,1
6.72,132.8,25.7,10,35.1,83.2,4,17,46.7,5,5.73,Low,0
3.83,163.1,46.9,14,9.0,62.2,7,10,46.8,9,6.61,Moderate,1
3.86,208.6,38.9,5,-3.6,50.3,7,10,59.5,11,7.37,Moderate,0
6.84,37.8,16.3,16,43.5,76.9,0,18,56.1,1,6.58,Low,0
3.78,87.8,21.9,12,17.8,59.9,7,9,40.3,4,7.04,High,1
5.34,71.2,24.0,12,31.1,83.0,1,14,44.1,0,7.63,Low,0
2.13,205.9,52.8,8,-2.4,55.2,5,12,23.0,5,6.39,Low,0
3.26,168.9,42.0,10,15.4,45.5,7,7,32.2,8,6.79,Moderate,1
2.99,273.7,49.0,6,13.5,55.6,8,6,25.0,12,6.34,Moderate,1
4.92,85.8,18.5,10,34.6,62.6,7,9,55.5,9,5.64,Moderate,0
2.29,236.4,55.0,8,0.0,39.1,9,6,31.2,15,4.73,High,1
3.6,152.0,48.7,8,-3.9,39.3,7,3,26.3,10,5.67,Moderate,1
3.07,251.1,58.5,7,28.9,55.5,5,8,38.7,7,7.54,Moderate,0
6.3,77.3,36.8,9,52.7,72.3,4,15,55.1,5,5.31,Low,0
2.28,181.4,61.0,3,-21.4,49.7,11,3,34.6,12,5.19,High,1
3.67,74.1,31.2,10,16.1,70.9,6,9,38.6,10,7.14,Moderate,0
4.05,176.3,54.5,6,23.3,75.7,9,11,34.6,5,6.43,Moderate,0
4.23,150.8,67.9,8,45.3,79.6,7,12,50.9,5,7.11,Moderate,0
4.17,112.1,51.1,11,25.1,56.4,7,8,39.8,8,6.25,Moderate,1
0.95,240.3,58.2,8,-5.6,35.3,9,0,23.6,13,5.89,High,1
8.19,79.2,45.1,12,39.9,75.0,2,14,65.8,4,7.66,Low,0
3.33,109.5,27.0,11,22.9,57.1,9,9,35.8,10,6.0,Moderate,0
2.04,116.6,22.2,6,28.8,62.6,7,12,39.9,7,7.29,Low,0
2.95,141.1,28.5,11,25.2,65.4,4,6,49.8,8,6.1,Moderate,1
2.91,215.0,40.8,10,-8.0,43.1,7,7,49.5,10,6.59,Moderate,1
3.93,205.4,29.3,11,35.6,40.4,9,7,37.5,9,5.74,Moderate,1
4.98,143.3,38.9,10,42.8,86.7,2,15,56.2,1,6.49,Low,0
3.89,232.5,63.8,10,19.8,56.5,9,9,35.3,17,5.78,Moderate,0
3.52,222.0,25.6,11,11.3,64.7,8,12,38.0,3,5.94,Moderate,1
2.79,186.7,53.0,9,8.7,50.3,7,10,32.1,11,5.66,High,1
3.26,201.4,63.0,6,-7.8,51.9,8,7,32.8,12,6.15,High,1
3.5,192.0,49.9,10,8.3,30.0,10,6,41.0,13,4.83,Moderate,1
2.66,221.0,60.1,6,15.0,30.7,8,0,17.3,10,5.99,High,1
3.73,201.8,76.9,8,6.0,51.2,5,11,30.2,8,6.18,Moderate,1
6.99,78.1,4.0,14,54.0,95.7,1,19,55.3,2,6.2,Low,0
0.57,282.7,41.1,0,-0.6,25.4,9,2,24.2,14,6.66,High,1
3.76,203.7,56.7,7,-1.3,47.2,8,1,31.5,10,5.15,Moderate,1
3.32,137.6,51.8,9,26.7,54.7,7,8,16.4,9,7.27,Moderate,1
1.78,167.5,32.7,6,-0.4,35.7,12,1,44.0,14,6.13,High,1
3.77,151.6,42.5,11,22.6,62.8,4,13,65.6,8,5.67,Moderate,1
4.54,119.4,37.3,9,26.6,83.8,3,20,43.6,4,6.75,Moderate,1
3.46,223.2,20.2,8,-3.0,31.1,9,4,9.3,10,7.38,Moderate,1
2.58,173.5,46.9,7,-5.9,48.1,10,10,47.7,9,4.99,Moderate,1
2.62,185.4,52.7,7,-13.6,55.8,10,9,33.1,12,4.47,Moderate,1
4.57,198.7,34.3,12,24.3,61.7,6,12,28.2,2,6.72,Moderate,0
2.95,53.8,58.4,12,21.6,76.4,6,9,35.5,8,6.27,Moderate,1
4.06,172.8,17.5,7,17.1,63.3,5,13,48.3,9,6.84,Low,0
1.58,230.5,37.4,9,-7.4,42.8,10,6,33.2,13,6.5,Moderate,1
5.43,152.4,0.7,7,41.2,81.5,6,12,38.8,0,6.5,Low,0
4.84,122.6,10.5,13,9.6,66.0,8,16,37.9,8,6.66,Low,0
3.01,220.6,47.1,5,17.8,29.8,9,5,42.8,13,6.88,Moderate,1
5.55,80.8,14.0,13,55.7,95.2,1,18,48.7,4,6.98,Low,0
5.27,130.4,5.1,12,24.7,52.0,3,15,26.7,2,6.17,Moderate,0
5.23,108.0,36.4,13,15.4,57.5,6,13,35.4,6,6.12,Low,0
4.01,143.1,41.4,6,-0.5,65.5,6,5,48.8,13,4.84,Moderate,0
2.99,173.5,59.6,6,-1.1,39.6,11,1,17.8,14,6.11,High,1
5.23,112.1,23.4,8,44.4,57.2,5,20,30.5,9,6.45,Low,0
6.54,31.3,0.0,14,56.8,87.7,0,14,70.4,1,8.06,Low,0
3.14,233.2,65.2,8,-8.8,37.7,10,8,41.7,9,5.78,High,1
3.25,187.9,56.3,6,14.1,55.1,7,7,32.0,9,5.44,Moderate,1
4.83,113.7,20.6,12,17.1,70.9,7,13,57.8,8,7.17,Low,0
4.42,70.6,15.9,10,31.6,82.4,5,10,38.3,0,5.41,Low,0
4.39,138.6,31.5,9,-10.8,50.1,10,6,27.0,5,8.37,High,1
6.26,43.5,30.1,16,40.1,99.6,3,17,41.5,3,6.17,Low,0
